observation_id,access,user_id,specie_id,specie_name,location_id,location_name,latitude,longitude,resource_id,resource_secondary_id,measurement_id,trait_id,trait_name,standard_id,standard_unit,methodology_id,methodology_name,value,value_type,precision,precision_type,precision_upper,replicates,notes
118940,1,9,589,Diploria labyrinthiformis,463,"Castle Harbour, Bermuda",32.3482,-64.6791,742,,142441,60,Growth rate,38,mm yr^-1,8,X-radiography (densitometer),4.43,mean,1.23,standard_deviation,,714,
118940,1,9,589,Diploria labyrinthiformis,463,"Castle Harbour, Bermuda",32.3482,-64.6791,742,,142442,143,Water depth,9,m,6,Depth gauge,3,raw_value,,,,,
118940,1,9,589,Diploria labyrinthiformis,463,"Castle Harbour, Bermuda",32.3482,-64.6791,742,,142443,142,Habitat type,10,cat,,,back,raw_value,,,,,
98474,1,1,589,Diploria labyrinthiformis,382,"Pear Tree Bottom, Jamaica",18.463817,-77.356717,362,,141907,60,Growth rate,60,mm yr^-1,15,Image analysis,4.2,mean,1.8,standard_error,,5,
98474,1,1,589,Diploria labyrinthiformis,382,"Pear Tree Bottom, Jamaica",18.463817,-77.356717,362,,141908,143,Water depth,9,m,6,Depth gauge,6.75,median,5,range,8.5,,
118943,1,9,589,Diploria labyrinthiformis,468,"Bermuda Island, South Shore",32.3279,-64.6909,742,,142450,60,Growth rate,38,mm yr^-1,8,X-radiography (densitometer),3.57,mean,0.83,standard_deviation,,567,
118943,1,9,589,Diploria labyrinthiformis,468,"Bermuda Island, South Shore",32.3279,-64.6909,742,,142451,143,Water depth,9,m,6,Depth gauge,3,raw_value,,,,,
118943,1,9,589,Diploria labyrinthiformis,468,"Bermuda Island, South Shore",32.3279,-64.6909,742,,142452,142,Habitat type,10,cat,,,flat,raw_value,,,,,
98461,1,1,589,Diploria labyrinthiformis,369,"Rio Bueno, Jamaica",18.479459,-77.459666,362,,141911,60,Growth rate,60,mm yr^-1,15,Image analysis,4.4,mean,1.1,standard_error,,5,
98461,1,1,589,Diploria labyrinthiformis,369,"Rio Bueno, Jamaica",18.479459,-77.459666,362,,141912,143,Water depth,9,m,6,Depth gauge,6.75,median,5,range,8.5,,
159915,1,126,589,Diploria labyrinthiformis,61,Bermuda,32.36868333,-64.78976111,826,787,203709,60,Growth rate,38,mm yr^-1,8,X-radiography (densitometer),3.71,mean,0.74,standard_deviation,,,80 branch replicates
159915,1,126,589,Diploria labyrinthiformis,61,Bermuda,32.36868333,-64.78976111,826,787,203710,174,Year,10,cat,,,1991,raw_value,,,,,
159915,1,126,589,Diploria labyrinthiformis,61,Bermuda,32.36868333,-64.78976111,826,787,203711,152,Water temperature,52,ºC,,,22.3,raw_value,,,,,
159915,1,126,589,Diploria labyrinthiformis,61,Bermuda,32.36868333,-64.78976111,826,787,203712,143,Water depth,9,m,,,19,mean,6,range,32,,
98473,1,1,589,Diploria labyrinthiformis,382,"Pear Tree Bottom, Jamaica",18.463817,-77.356717,362,,141935,60,Growth rate,60,mm yr^-1,15,Image analysis,4.1,mean,2.2,standard_error,,5,
98473,1,1,589,Diploria labyrinthiformis,382,"Pear Tree Bottom, Jamaica",18.463817,-77.356717,362,,141936,143,Water depth,9,m,6,Depth gauge,6.75,median,5,range,8.5,,
118941,1,9,589,Diploria labyrinthiformis,466,"North Rock, Bermuda Island",32.4514,-64.808,742,,142444,60,Growth rate,38,mm yr^-1,8,X-radiography (densitometer),3.43,mean,0.59,standard_deviation,,273,
118941,1,9,589,Diploria labyrinthiformis,466,"North Rock, Bermuda Island",32.4514,-64.808,742,,142445,143,Water depth,9,m,6,Depth gauge,5,raw_value,,,,,
118941,1,9,589,Diploria labyrinthiformis,466,"North Rock, Bermuda Island",32.4514,-64.808,742,,142446,142,Habitat type,10,cat,,,crest,raw_value,,,,,
118942,1,9,589,Diploria labyrinthiformis,467,"3-Hill Shoals, Bermuda Island",32.4083,-64.786,742,,142447,60,Growth rate,38,mm yr^-1,8,X-radiography (densitometer),4.47,mean,0.57,standard_deviation,,126,
118942,1,9,589,Diploria labyrinthiformis,467,"3-Hill Shoals, Bermuda Island",32.4083,-64.786,742,,142448,143,Water depth,9,m,6,Depth gauge,3,raw_value,,,,,
118942,1,9,589,Diploria labyrinthiformis,467,"3-Hill Shoals, Bermuda Island",32.4083,-64.786,742,,142449,142,Habitat type,10,cat,,,lagoon,raw_value,,,,,
98462,1,1,589,Diploria labyrinthiformis,369,"Rio Bueno, Jamaica",18.479459,-77.459666,362,,141913,60,Growth rate,60,mm yr^-1,15,Image analysis,4,mean,0.9,standard_error,,5,
98462,1,1,589,Diploria labyrinthiformis,369,"Rio Bueno, Jamaica",18.479459,-77.459666,362,,141914,143,Water depth,9,m,6,Depth gauge,6.75,median,5,range,8.5,,
98463,1,1,589,Diploria labyrinthiformis,380,"M1, Discovery Bay, Jamaica",18.472283,-77.40875,362,,141915,60,Growth rate,60,mm yr^-1,15,Image analysis,4.2,mean,1.9,standard_error,,5,
98463,1,1,589,Diploria labyrinthiformis,380,"M1, Discovery Bay, Jamaica",18.472283,-77.40875,362,,141916,143,Water depth,9,m,6,Depth gauge,6.75,median,5,range,8.5,,
98468,1,1,589,Diploria labyrinthiformis,379,"Dancing Ladies, Discovery Bay, Jamaica",18.472817,-77.413367,362,,141925,60,Growth rate,60,mm yr^-1,15,Image analysis,4.6,mean,1.9,standard_error,,5,
98468,1,1,589,Diploria labyrinthiformis,379,"Dancing Ladies, Discovery Bay, Jamaica",18.472817,-77.413367,362,,141926,143,Water depth,9,m,6,Depth gauge,6.75,median,5,range,8.5,,
120738,1,1,589,Diploria labyrinthiformis,6,"Cane Bay, St. Croix",17.766108,-64.839977,205,,145060,60,Growth rate,38,mm yr^-1,2,Alizarin stain,4.6,mean,0.9,standard_deviation,,39,
120738,1,1,589,Diploria labyrinthiformis,6,"Cane Bay, St. Croix",17.766108,-64.839977,205,,145061,143,Water depth,9,m,6,Depth gauge,30.5,raw_value,,,,,
120738,1,1,589,Diploria labyrinthiformis,6,"Cane Bay, St. Croix",17.766108,-64.839977,205,,145062,206,Growth form,10,cat,,,plate,raw_value,,,,,
98464,1,1,589,Diploria labyrinthiformis,380,"M1, Discovery Bay, Jamaica",18.472283,-77.40875,362,,141917,60,Growth rate,60,mm yr^-1,15,Image analysis,4.1,mean,1.5,standard_error,,5,
98464,1,1,589,Diploria labyrinthiformis,380,"M1, Discovery Bay, Jamaica",18.472283,-77.40875,362,,141918,143,Water depth,9,m,6,Depth gauge,6.75,median,5,range,8.5,,
159814,1,126,589,Diploria labyrinthiformis,47,Jamaica,18.13265,-77.29588889,362,787,203427,60,Growth rate,38,mm yr^-1,15,Image analysis,4.33,mean,,,,5,
159814,1,126,589,Diploria labyrinthiformis,47,Jamaica,18.13265,-77.29588889,362,787,203428,174,Year,10,cat,,,2000-2008,raw_value,,,,,
159814,1,126,589,Diploria labyrinthiformis,47,Jamaica,18.13265,-77.29588889,362,787,203429,143,Water depth,9,m,,,6.75,mean,5,range,8.5,,
98460,1,1,589,Diploria labyrinthiformis,369,"Rio Bueno, Jamaica",18.479459,-77.459666,362,,141909,60,Growth rate,60,mm yr^-1,15,Image analysis,4.2,mean,0.9,standard_error,,5,
98460,1,1,589,Diploria labyrinthiformis,369,"Rio Bueno, Jamaica",18.479459,-77.459666,362,,141910,143,Water depth,9,m,6,Depth gauge,6.75,median,5,range,8.5,,
137879,1,9,660,Dipsastraea pallida,5,"North Bay, Lord Howe Island",-31.52,159.045,203,,178550,144,Wave exposure,10,cat,,,sheltered,raw_value,,,,,
137879,1,9,660,Dipsastraea pallida,5,"North Bay, Lord Howe Island",-31.52,159.045,203,,178551,60,Growth rate,38,mm yr^-1,2,Alizarin stain,3.3,mean,0.01,standard_deviation,,2,
137879,1,9,660,Dipsastraea pallida,5,"North Bay, Lord Howe Island",-31.52,159.045,203,,178552,60,Growth rate,38,mm yr^-1,8,X-radiography (densitometer),4.6,raw_value,,,,1,
118478,1,92,660,Dipsastraea pallida,173,"Enewetak Atoll, Marshall Islands",11.413548,162.147607,275,,139611,61,Skeletal density,34,g cm-3,3,Archimedes principle,1.43,mean,0.23,range,1.57,90,"Data extracted from last paragraph of the methods, page 107. Number of replicates calculated as: 5 replicates for each one of 3 cubes for each one of 6 coral heads = 5*3*6"
118478,1,92,660,Dipsastraea pallida,173,"Enewetak Atoll, Marshall Islands",11.413548,162.147607,275,,139612,143,Water depth,9,m,,,16,median,14,range,30,,
118478,1,92,660,Dipsastraea pallida,173,"Enewetak Atoll, Marshall Islands",11.413548,162.147607,275,,139613,60,Growth rate,38,mm yr^-1,15,Image analysis,5.7,mean,4.1,range,7.1,21,
118478,1,92,660,Dipsastraea pallida,173,"Enewetak Atoll, Marshall Islands",11.413548,162.147607,275,,139614,142,Habitat type,10,cat,,,lagoon,raw_value,,,,,
137879,1,9,660,Dipsastraea pallida,5,"North Bay, Lord Howe Island",-31.52,159.045,203,,178550,144,Wave exposure,10,cat,,,sheltered,raw_value,,,,,
137879,1,9,660,Dipsastraea pallida,5,"North Bay, Lord Howe Island",-31.52,159.045,203,,178551,60,Growth rate,38,mm yr^-1,2,Alizarin stain,3.3,mean,0.01,standard_deviation,,2,
137879,1,9,660,Dipsastraea pallida,5,"North Bay, Lord Howe Island",-31.52,159.045,203,,178552,60,Growth rate,38,mm yr^-1,8,X-radiography (densitometer),4.6,raw_value,,,,1,
86265,1,9,664,Dipsastraea speciosa,28,"Chinimi, Enewetak Atoll, Marshall Islands",11.520639,162.222049,276,,89444,60,Growth rate,38,mm yr^-1,,,8.5,,"","","",1,
86265,1,9,664,Dipsastraea speciosa,28,"Chinimi, Enewetak Atoll, Marshall Islands",11.520639,162.222049,276,,89445,142,Habitat type,10,cat,,,lagoon,raw_value,"","","","",
86265,1,9,664,Dipsastraea speciosa,28,"Chinimi, Enewetak Atoll, Marshall Islands",11.520639,162.222049,276,,89446,143,Water depth,9,m,,,10,raw_value,"","","","",
86266,1,9,664,Dipsastraea speciosa,28,"Chinimi, Enewetak Atoll, Marshall Islands",11.520639,162.222049,276,,89447,60,Growth rate,38,mm yr^-1,,,6.3,,"","","",1,
86266,1,9,664,Dipsastraea speciosa,28,"Chinimi, Enewetak Atoll, Marshall Islands",11.520639,162.222049,276,,89448,142,Habitat type,10,cat,,,lagoon,raw_value,"","","","",
86266,1,9,664,Dipsastraea speciosa,28,"Chinimi, Enewetak Atoll, Marshall Islands",11.520639,162.222049,276,,89449,143,Water depth,9,m,,,11.5,raw_value,"","","","",
86264,1,9,664,Dipsastraea speciosa,28,"Chinimi, Enewetak Atoll, Marshall Islands",11.520639,162.222049,276,,89441,60,Growth rate,38,mm yr^-1,,,6,,"","","",1,
86264,1,9,664,Dipsastraea speciosa,28,"Chinimi, Enewetak Atoll, Marshall Islands",11.520639,162.222049,276,,89442,142,Habitat type,10,cat,,,lagoon,raw_value,"","","","",
86264,1,9,664,Dipsastraea speciosa,28,"Chinimi, Enewetak Atoll, Marshall Islands",11.520639,162.222049,276,,89443,143,Water depth,9,m,,,8,raw_value,"","","","",
86262,1,9,664,Dipsastraea speciosa,28,"Chinimi, Enewetak Atoll, Marshall Islands",11.520639,162.222049,276,,89435,60,Growth rate,38,mm yr^-1,,,5,,"","","",1,
86262,1,9,664,Dipsastraea speciosa,28,"Chinimi, Enewetak Atoll, Marshall Islands",11.520639,162.222049,276,,89436,142,Habitat type,10,cat,,,flat,raw_value,"","","","",
86262,1,9,664,Dipsastraea speciosa,28,"Chinimi, Enewetak Atoll, Marshall Islands",11.520639,162.222049,276,,89437,143,Water depth,9,m,,,6.5,raw_value,"","","","",
86260,1,9,664,Dipsastraea speciosa,28,"Chinimi, Enewetak Atoll, Marshall Islands",11.520639,162.222049,276,,89429,60,Growth rate,38,mm yr^-1,,,4.6,,"","","",1,
86260,1,9,664,Dipsastraea speciosa,28,"Chinimi, Enewetak Atoll, Marshall Islands",11.520639,162.222049,276,,89430,142,Habitat type,10,cat,,,lagoon,raw_value,"","","","",
86260,1,9,664,Dipsastraea speciosa,28,"Chinimi, Enewetak Atoll, Marshall Islands",11.520639,162.222049,276,,89431,143,Water depth,9,m,,,3,raw_value,"","","","",
119112,1,9,664,Dipsastraea speciosa,461,"Hoi Ha Wan, Hong Kong",22.4872,114.3281,405,,143055,60,Growth rate,38,mm yr^-1,15,Image analysis,9.6,mean,3.7,range,11.5,14,Framents transplanted in the lab aquarium
86268,1,9,664,Dipsastraea speciosa,28,"Chinimi, Enewetak Atoll, Marshall Islands",11.520639,162.222049,276,,89453,60,Growth rate,38,mm yr^-1,,,8,,"","","",1,
86268,1,9,664,Dipsastraea speciosa,28,"Chinimi, Enewetak Atoll, Marshall Islands",11.520639,162.222049,276,,89454,142,Habitat type,10,cat,,,lagoon,raw_value,"","","","",
86268,1,9,664,Dipsastraea speciosa,28,"Chinimi, Enewetak Atoll, Marshall Islands",11.520639,162.222049,276,,89455,143,Water depth,9,m,,,5,raw_value,"","","","",
86267,1,9,664,Dipsastraea speciosa,28,"Chinimi, Enewetak Atoll, Marshall Islands",11.520639,162.222049,276,,89450,60,Growth rate,38,mm yr^-1,,,7,,"","","",1,
86267,1,9,664,Dipsastraea speciosa,28,"Chinimi, Enewetak Atoll, Marshall Islands",11.520639,162.222049,276,,89451,142,Habitat type,10,cat,,,lagoon,raw_value,"","","","",
86267,1,9,664,Dipsastraea speciosa,28,"Chinimi, Enewetak Atoll, Marshall Islands",11.520639,162.222049,276,,89452,143,Water depth,9,m,,,18,raw_value,"","","","",
86263,1,9,664,Dipsastraea speciosa,28,"Chinimi, Enewetak Atoll, Marshall Islands",11.520639,162.222049,276,,89438,60,Growth rate,38,mm yr^-1,,,4.5,,"","","",1,
86263,1,9,664,Dipsastraea speciosa,28,"Chinimi, Enewetak Atoll, Marshall Islands",11.520639,162.222049,276,,89439,142,Habitat type,10,cat,,,flat,raw_value,"","","","",
86263,1,9,664,Dipsastraea speciosa,28,"Chinimi, Enewetak Atoll, Marshall Islands",11.520639,162.222049,276,,89440,143,Water depth,9,m,,,8,raw_value,"","","","",
86261,1,9,664,Dipsastraea speciosa,28,"Chinimi, Enewetak Atoll, Marshall Islands",11.520639,162.222049,276,,89432,60,Growth rate,38,mm yr^-1,,,6,,"","","",1,
86261,1,9,664,Dipsastraea speciosa,28,"Chinimi, Enewetak Atoll, Marshall Islands",11.520639,162.222049,276,,89433,142,Habitat type,10,cat,,,lagoon,raw_value,"","","","",
86261,1,9,664,Dipsastraea speciosa,28,"Chinimi, Enewetak Atoll, Marshall Islands",11.520639,162.222049,276,,89434,143,Water depth,9,m,,,6.5,raw_value,"","","","",
86259,1,9,664,Dipsastraea speciosa,28,"Chinimi, Enewetak Atoll, Marshall Islands",11.520639,162.222049,276,,89426,60,Growth rate,38,mm yr^-1,,,7,,"","","",1,
86259,1,9,664,Dipsastraea speciosa,28,"Chinimi, Enewetak Atoll, Marshall Islands",11.520639,162.222049,276,,89427,142,Habitat type,10,cat,,,lagoon,raw_value,"","","","",
86259,1,9,664,Dipsastraea speciosa,28,"Chinimi, Enewetak Atoll, Marshall Islands",11.520639,162.222049,276,,89428,143,Water depth,9,m,,,7,raw_value,"","","","",
78379,1,1,664,Dipsastraea speciosa,28,"Chinimi, Enewetak Atoll, Marshall Islands",11.520639,162.222049,208,,75383,60,Growth rate,38,mm yr^-1,,,4.6,,0.2,standard_error,"","",
78379,1,1,664,Dipsastraea speciosa,28,"Chinimi, Enewetak Atoll, Marshall Islands",11.520639,162.222049,208,,75384,142,Habitat type,10,cat,,,flat,raw_value,"","","","",
78379,1,1,664,Dipsastraea speciosa,28,"Chinimi, Enewetak Atoll, Marshall Islands",11.520639,162.222049,208,,75385,143,Water depth,9,m,,,3.5,raw_value,"","","","",
159916,1,126,664,Dipsastraea speciosa,547,Iki Island,33.7893,129.714434,827,787,203713,60,Growth rate,38,mm yr^-1,8,X-radiography (densitometer),6.6,mean,1.1,standard_deviation,,,42 branch replicates
159916,1,126,664,Dipsastraea speciosa,547,Iki Island,33.7893,129.714434,827,787,203714,174,Year,10,cat,,,1966-2007,raw_value,,,,,
32961,1,1,664,Dipsastraea speciosa,28,"Chinimi, Enewetak Atoll, Marshall Islands",11.520639,162.222049,276,,31674,60,Growth rate,38,mm yr^-1,,,5.6,,"","","",1,
32961,1,1,664,Dipsastraea speciosa,28,"Chinimi, Enewetak Atoll, Marshall Islands",11.520639,162.222049,276,,31675,142,Habitat type,10,cat,,,lagoon,raw_value,"","","","",
32961,1,1,664,Dipsastraea speciosa,28,"Chinimi, Enewetak Atoll, Marshall Islands",11.520639,162.222049,276,,31676,143,Water depth,9,m,,,7,raw_value,"","","","",
159823,1,126,627,Endopachys bulbosa,540,"Low Isles, Queensland, Australia",-16.385932,145.562259,775,787,203453,60,Growth rate,38,mm yr^-1,54,Ruler measurement,25,mean,,,,,
159823,1,126,627,Endopachys bulbosa,540,"Low Isles, Queensland, Australia",-16.385932,145.562259,775,787,203454,174,Year,10,cat,,,1932,raw_value,,,,,
159823,1,126,627,Endopachys bulbosa,540,"Low Isles, Queensland, Australia",-16.385932,145.562259,775,787,203455,152,Water temperature,52,ºC,,,24,mean,27,range,21,,
119113,1,9,670,Favites abdita,461,"Hoi Ha Wan, Hong Kong",22.4872,114.3281,405,,143056,60,Growth rate,38,mm yr^-1,15,Image analysis,0.8,mean,0.7,range,1.2,4,Framents transplanted in the lab aquarium
159750,1,126,740,Fungia fungites,339,Maldives,2.438229,73.212891,802,787,203214,127,Calcification rate,43,g cm ^-2 yr^-1,32,Product of linear extension and bulk density,0.41,raw_value,,,,1,
159750,1,126,740,Fungia fungites,339,Maldives,2.438229,73.212891,802,787,203215,60,Growth rate,38,mm yr^-1,2,Alizarin stain,2,raw_value,,,,1,
159750,1,126,740,Fungia fungites,339,Maldives,2.438229,73.212891,802,787,203216,61,Skeletal density,34,g cm-3,3,Archimedes principle,1.99,raw_value,,,,1,
159750,1,126,740,Fungia fungites,339,Maldives,2.438229,73.212891,802,787,203217,174,Year,10,cat,,,2010-2011,raw_value,,,,,
159750,1,126,740,Fungia fungites,339,Maldives,2.438229,73.212891,802,787,203218,152,Water temperature,52,ºC,,,29,raw_value,,,,,
159750,1,126,740,Fungia fungites,339,Maldives,2.438229,73.212891,802,787,203219,143,Water depth,9,m,,,1,raw_value,,,,,
119132,1,9,793,Gardineroseris planulata,27,"Uva Island, Panama",7.81446,-81.759035,411,,143111,60,Growth rate,38,mm yr^-1,2,Alizarin stain,6.1,mean,1.02,standard_error,,9,
119132,1,9,793,Gardineroseris planulata,27,"Uva Island, Panama",7.81446,-81.759035,411,,143112,143,Water depth,9,m,6,Depth gauge,2.5,median,1,range,3,,
119132,1,9,793,Gardineroseris planulata,27,"Uva Island, Panama",7.81446,-81.759035,411,,143113,61,Skeletal density,34,g cm-3,3,Archimedes principle,1.63,mean,0.038,standard_error,,9,
119132,1,9,793,Gardineroseris planulata,27,"Uva Island, Panama",7.81446,-81.759035,411,,143114,174,Year,61,year,,,2005-2006,raw_value,,,,,
78378,1,1,793,Gardineroseris planulata,27,"Uva Island, Panama",7.81446,-81.759035,207,,75382,60,Growth rate,38,mm yr^-1,,,13.2,,12,range,14,3,
119013,1,9,793,Gardineroseris planulata,25,"Caño Island, Costa Rica",8.716667,-83.866667,388,,142763,60,Growth rate,38,mm yr^-1,2,Alizarin stain,10.4,mean,0.74,standard_error,,15,
119013,1,9,793,Gardineroseris planulata,25,"Caño Island, Costa Rica",8.716667,-83.866667,388,,142764,143,Water depth,9,m,6,Depth gauge,2.5,median,1,range,3,,
90051,1,15,798,Goniastrea edwardsi,173,"Enewetak Atoll, Marshall Islands",11.413548,162.147607,276,683,93954,60,Growth rate,38,mm yr^-1,,,6.95,,"","","","",X ray Density Banding
90051,1,15,798,Goniastrea edwardsi,173,"Enewetak Atoll, Marshall Islands",11.413548,162.147607,276,683,93955,143,Water depth,9,m,,,<10,raw_value,"","","","",""
90052,1,15,798,Goniastrea edwardsi,173,"Enewetak Atoll, Marshall Islands",11.413548,162.147607,276,683,93956,60,Growth rate,38,mm yr^-1,,,10,,"","","","",X ray Density Banding
90052,1,15,798,Goniastrea edwardsi,173,"Enewetak Atoll, Marshall Islands",11.413548,162.147607,276,683,93957,143,Water depth,9,m,,,>10,raw_value,"","","","",""
88164,1,9,798,Goniastrea edwardsi,28,"Chinimi, Enewetak Atoll, Marshall Islands",11.520639,162.222049,276,,91373,60,Growth rate,38,mm yr^-1,,,10,,"","","",1,
88164,1,9,798,Goniastrea edwardsi,28,"Chinimi, Enewetak Atoll, Marshall Islands",11.520639,162.222049,276,,91374,142,Habitat type,10,cat,,,lagoon,raw_value,"","","","",
88164,1,9,798,Goniastrea edwardsi,28,"Chinimi, Enewetak Atoll, Marshall Islands",11.520639,162.222049,276,,91375,143,Water depth,9,m,,,30,raw_value,"","","","",
78380,1,1,798,Goniastrea edwardsi,28,"Chinimi, Enewetak Atoll, Marshall Islands",11.520639,162.222049,208,,75386,60,Growth rate,38,mm yr^-1,,,12.5,,0.5,standard_error,"","",
78380,1,1,798,Goniastrea edwardsi,28,"Chinimi, Enewetak Atoll, Marshall Islands",11.520639,162.222049,208,,75387,142,Habitat type,10,cat,,,crest,raw_value,"","","","",
78380,1,1,798,Goniastrea edwardsi,28,"Chinimi, Enewetak Atoll, Marshall Islands",11.520639,162.222049,208,,75388,143,Water depth,9,m,,,3.5,raw_value,"","","","",
156170,1,9,799,Goniastrea favulus,3,"Geoffrey Bay, Magnetic Island",-19.156016,146.864828,273,,198484,60,Growth rate,38,mm yr^-1,8,X-radiography (densitometer),3.8,mean,0.84,standard_deviation,,17,
156170,1,9,799,Goniastrea favulus,3,"Geoffrey Bay, Magnetic Island",-19.156016,146.864828,273,,198485,142,Habitat type,10,cat,,,flat,raw_value,,,,,
156170,1,9,799,Goniastrea favulus,3,"Geoffrey Bay, Magnetic Island",-19.156016,146.864828,273,,198486,143,Water depth,9,m,6,Depth gauge,2,raw_value,,,,,tidal range of 3.5m. They have collected data on low tide only.
156170,1,9,799,Goniastrea favulus,3,"Geoffrey Bay, Magnetic Island",-19.156016,146.864828,273,,198487,144,Wave exposure,10,cat,,,sheltered,raw_value,,,,,
156170,1,9,799,Goniastrea favulus,3,"Geoffrey Bay, Magnetic Island",-19.156016,146.864828,273,,198488,151,Season,10,cat,,,June-August,raw_value,,,,,
156172,1,9,799,Goniastrea favulus,177,"Pioneer Bay, Orpheus Island",-18.610784,146.488051,273,,198497,60,Growth rate,38,mm yr^-1,8,X-radiography (densitometer),4.3,mean,1.05,standard_deviation,,25,
156172,1,9,799,Goniastrea favulus,177,"Pioneer Bay, Orpheus Island",-18.610784,146.488051,273,,198498,142,Habitat type,10,cat,,,flat,raw_value,,,,,
156172,1,9,799,Goniastrea favulus,177,"Pioneer Bay, Orpheus Island",-18.610784,146.488051,273,,198499,143,Water depth,9,m,6,Depth gauge,2,raw_value,,,,,tidal range of 3.5m. They have collected data on low tide only.
156172,1,9,799,Goniastrea favulus,177,"Pioneer Bay, Orpheus Island",-18.610784,146.488051,273,,198500,144,Wave exposure,10,cat,,,sheltered,raw_value,,,,,
156172,1,9,799,Goniastrea favulus,177,"Pioneer Bay, Orpheus Island",-18.610784,146.488051,273,,198501,151,Season,10,cat,,,June-August,raw_value,,,,,
118479,1,92,805,Goniastrea retiformis,173,"Enewetak Atoll, Marshall Islands",11.413548,162.147607,275,,139615,61,Skeletal density,34,g cm-3,3,Archimedes principle,1.7,mean,0.38,range,1.94,90,"Data extracted from last paragraph of the methods, page 107. Number of replicates calculated as: 5 replicates for each one of 3 cubes for each one of 6 coral heads = 5*3*6"
118479,1,92,805,Goniastrea retiformis,173,"Enewetak Atoll, Marshall Islands",11.413548,162.147607,275,,139616,143,Water depth,9,m,,,11,median,6,range,17,,
118479,1,92,805,Goniastrea retiformis,173,"Enewetak Atoll, Marshall Islands",11.413548,162.147607,275,,139617,142,Habitat type,10,cat,,,lagoon,raw_value,,,,,
118479,1,92,805,Goniastrea retiformis,173,"Enewetak Atoll, Marshall Islands",11.413548,162.147607,275,,139618,60,Growth rate,38,mm yr^-1,15,Image analysis,6.8,mean,4.9,range,8.5,10,
90054,1,15,805,Goniastrea retiformis,173,"Enewetak Atoll, Marshall Islands",11.413548,162.147607,276,683,93961,60,Growth rate,38,mm yr^-1,,,7.95,,"","","","",X ray Density Banding
90054,1,15,805,Goniastrea retiformis,173,"Enewetak Atoll, Marshall Islands",11.413548,162.147607,276,683,93962,143,Water depth,9,m,,,<10,raw_value,"","","","",""
88168,1,9,805,Goniastrea retiformis,28,"Chinimi, Enewetak Atoll, Marshall Islands",11.520639,162.222049,276,,91385,60,Growth rate,38,mm yr^-1,,,6,,"","","",1,
88168,1,9,805,Goniastrea retiformis,28,"Chinimi, Enewetak Atoll, Marshall Islands",11.520639,162.222049,276,,91386,142,Habitat type,10,cat,,,lagoon,raw_value,"","","","",
88168,1,9,805,Goniastrea retiformis,28,"Chinimi, Enewetak Atoll, Marshall Islands",11.520639,162.222049,276,,91387,143,Water depth,9,m,,,10,raw_value,"","","","",
78381,1,1,805,Goniastrea retiformis,28,"Chinimi, Enewetak Atoll, Marshall Islands",11.520639,162.222049,208,,75389,60,Growth rate,38,mm yr^-1,,,7.8,,0.3,standard_error,"","",
78381,1,1,805,Goniastrea retiformis,28,"Chinimi, Enewetak Atoll, Marshall Islands",11.520639,162.222049,208,,75390,142,Habitat type,10,cat,,,flat,raw_value,"","","","",
78381,1,1,805,Goniastrea retiformis,28,"Chinimi, Enewetak Atoll, Marshall Islands",11.520639,162.222049,208,,75391,143,Water depth,9,m,,,3.5,raw_value,"","","","",
88158,1,9,805,Goniastrea retiformis,28,"Chinimi, Enewetak Atoll, Marshall Islands",11.520639,162.222049,276,,91355,60,Growth rate,38,mm yr^-1,,,7.8,,"","","",1,
88158,1,9,805,Goniastrea retiformis,28,"Chinimi, Enewetak Atoll, Marshall Islands",11.520639,162.222049,276,,91356,142,Habitat type,10,cat,,,lagoon,raw_value,"","","","",
88158,1,9,805,Goniastrea retiformis,28,"Chinimi, Enewetak Atoll, Marshall Islands",11.520639,162.222049,276,,91357,143,Water depth,9,m,,,4,raw_value,"","","","",
33034,1,1,665,Goniastrea stelligera,28,"Chinimi, Enewetak Atoll, Marshall Islands",11.520639,162.222049,276,,31746,60,Growth rate,38,mm yr^-1,,,10,,8,range,12,2,
33034,1,1,665,Goniastrea stelligera,28,"Chinimi, Enewetak Atoll, Marshall Islands",11.520639,162.222049,276,,31747,142,Habitat type,10,cat,,,lagoon,raw_value,"","","","",
33034,1,1,665,Goniastrea stelligera,28,"Chinimi, Enewetak Atoll, Marshall Islands",11.520639,162.222049,276,,31748,143,Water depth,9,m,,,7,raw_value,"","","","",
119110,1,9,837,Heliofungia actiniformis,462,"Spermonde Archipelago, Sulawesi",-4.71,118.9806,403,,143052,60,Growth rate,38,mm yr^-1,2,Alizarin stain,5.76,mean,4.5,standard_deviation,,30,
119110,1,9,837,Heliofungia actiniformis,462,"Spermonde Archipelago, Sulawesi",-4.71,118.9806,403,,143053,143,Water depth,9,m,6,Depth gauge,11,median,2,range,12,,
88171,1,9,1374,Herpolitha limax,28,"Chinimi, Enewetak Atoll, Marshall Islands",11.520639,162.222049,276,,91394,60,Growth rate,38,mm yr^-1,,,10,,"","","",1,
88171,1,9,1374,Herpolitha limax,28,"Chinimi, Enewetak Atoll, Marshall Islands",11.520639,162.222049,276,,91395,142,Habitat type,10,cat,,,lagoon,raw_value,"","","","",
88171,1,9,1374,Herpolitha limax,28,"Chinimi, Enewetak Atoll, Marshall Islands",11.520639,162.222049,276,,91396,143,Water depth,9,m,,,10,raw_value,"","","","",
