ReefID,ReefName,Longitude,Latitude,Year,AerialScore,DHWytd,Sector
11-178,Cockburn Patch,143.3379517,-11.91106606,2016,4,9.672307,North
11-181,Sunday Reef,143.2075348,-11.92708302,2016,4,10.056013,North
11-184a,Queue Reef,143.3714142,-11.93292141,2016,4,9.590549,North
11-184b,Wreck Reef,143.4171753,-11.94813156,2016,4,9.411377,North
11-184c,Sir Charles Hardy Islands Reef,143.4964447,-11.91147614,2016,4,8.7114,North
11-187,Harvey Reef,143.2677307,-11.96995258,2016,4,9.483641,North
11-188,Clerke Reef,143.2860107,-11.96976376,2016,4,9.483641,North
11-189,Perry Reef,143.2547302,-11.97135067,2016,4,9.81549,North
11-190a,Cape Grenville Reef (No 1),143.2340393,-11.95914268,2016,4,10.025098,North
11-190b,Cape Grenville Reef (No 2),143.2443237,-11.97168732,2016,4,10.025098,North
11-191,Hicks Reef,143.2700501,-11.98371029,2016,4,9.483641,North
11-192,Middle Reef,143.2565308,-11.98383236,2016,4,9.483641,North
11-194,Gore Reef,143.2475433,-11.99023438,2016,4,10.025098,North
11-195,South Reef,143.2411804,-11.99827003,2016,4,9.688692,North
11-197,U/N Reef,143.8693695,-11.51364994,2016,1,5.769861,North
11-201,U/N Reef,143.8668366,-11.53081703,2016,0,5.769861,North
11-202,U/N Reef,143.8783112,-11.52675152,2016,1,5.769861,North
11-203,U/N Reef,143.855957,-11.53986168,2016,1,5.769861,North
11-204,U/N Reef,143.8650208,-11.55042171,2016,1,5.605669,North
11-208a,U/N Reef,143.8617859,-11.55881405,2016,2,5.605669,North
11-210a,U/N Reef,143.8687439,-11.56971645,2016,1,5.605669,North
11-212,Jukes Reef,143.8553162,-11.59234333,2016,2,5.605669,North
11-215,U/N Reef,143.8795929,-11.63012218,2016,2,5.923261,North
11-222a,Middle Banks,143.5050507,-11.76433372,2016,3,7.215008,North
11-222b,Salamander Reef,143.5050507,-11.76433372,2016,3,7.215008,North
11-223,Three Reefs,143.8948364,-11.76935005,2016,2,7.234417,North
11-224,U/N Reef,143.8694,-11.7812767,2016,2,7.234417,North
11-225,U/N Reef,143.8695068,-11.79114723,2016,3,7.234417,North
11-226,U/N Reef,143.8643189,-11.80082989,2016,2,7.791725,North
11-227,U/N Reef,143.8650055,-11.80861473,2016,2,7.791725,North
11-228,Wood Reef,143.969101,-11.80197906,2016,4,8.960782,North
11-229a,Devlin Reef,143.8560486,-11.82583523,2016,3,7.791725,North
11-229b,U/N Reef,143.8427429,-11.84426117,2016,3,6.820082,North
11-230,U/N Reef,143.8238831,-11.85441113,2016,1,6.870486,North
11-231,U/N Reef,143.8294678,-11.86002541,2016,1,6.870486,North
11-232,Five Reefs,143.8382263,-11.87015057,2016,1,6.870486,North
11-236,U/N Reef,143.8339081,-11.89749241,2016,1,6.715137,North
11-237a,Ashmore Banks (No 1),143.629364,-11.88521671,2016,2,6.809271,North
11-237b,Ashmore Banks (No 2),143.7098236,-11.88003635,2016,2,5.805729,North
11-238,U/N Reef,143.8530273,-11.92699146,2016,3,7.663879,North
11-239,Star Reef,143.8680878,-11.95340919,2016,3,7.321059,North
11-241,Job Reef,143.8841095,-11.97967243,2016,3,7.321059,North
11-242,U/N Reef,143.9046021,-11.99356556,2016,3,8.292515,North
11-244c,Great Detached Reef (No 3),143.9976349,-11.78417778,2016,2,8.917824,North
11-272,U/N Reef,143.8257599,-11.84532642,2016,1,6.820082,North
12-001,Haggerston Reef,143.3006287,-12.02940845,2016,4,9.223215,North
12-003a,Mason Reef,143.477356,-12.10138035,2016,4,7.302921,North
12-004,Moody Reef,143.2646332,-12.09915161,2016,4,9.744705,North
12-006,Laurel Reef,143.2764282,-12.13950443,2016,4,9.516029,North
12-007,Nomad Reef,143.3746796,-12.14226151,2016,4,8.382521,North
12-010,Kay Reef,143.2863007,-12.23149204,2016,4,9.366922,North
12-011,Beesley-Baird Reef,143.2064056,-12.24257278,2016,4,9.827815,North
12-012,Piper Reef,143.2382965,-12.25040245,2016,4,10.038686,North
12-013,Inset Reef,143.2749786,-12.24727631,2016,4,9.366922,North
12-014,Hazel Reef,143.2997589,-12.27168751,2016,4,9.416585,North
12-016a,Gallon Reef,143.4333649,-12.31373787,2016,4,7.520324,North
12-016b,Forbes Islands Reef,143.4089508,-12.29255772,2016,4,7.333552,North
12-018,Daniell Reef,143.1972351,-12.3118763,2016,4,11.064313,North
12-022,U/N Reef,143.2158356,-12.36351585,2016,4,10.807525,North
12-027a,Eel Reef,143.4760895,-12.473526,2016,4,7.248521,North
12-028,U/N Reef,143.9075165,-11.9950552,2016,3,8.292515,North
12-029,U/N Reef,143.910614,-11.99639893,2016,4,8.292515,North
12-031,U/N Reef,143.923111,-12.00428104,2016,3,8.080355,North
12-032,U/N Reef,143.9555512,-12.02207088,2016,3,9.090814,North
12-033,U/N Reef,143.8479767,-12.03384209,2016,1,6.044085,North
12-034,U/N Reef,143.8718567,-12.03843594,2016,1,7.081658,North
12-035,U/N Reef,143.8965759,-12.04671574,2016,2,7.081658,North
12-036,U/N Reef,143.8326263,-12.04166603,2016,1,6.044085,North
12-037,Wishbone Reef,143.9645996,-12.065135,2016,3,8.825634,North
12-038a,U/N Reef,143.909195,-12.05406475,2016,3,8.206603,North
12-038b,U/N Reef,143.9329224,-12.05772018,2016,2,8.206603,North
12-038c,U/N Reef,143.9257355,-12.06112289,2016,2,8.206603,North
12-039,U/N Reef,143.8175507,-12.0514822,2016,1,5.690873,North
12-040,U/N Reef,143.8113861,-12.07230663,2016,2,5.690873,North
12-042,U/N Reef,143.8037109,-12.09514523,2016,2,5.690873,North
12-043a,Martha Ridgway Reef (North),143.8079834,-12.12002373,2016,3,5.79586,North
12-043b,Martha Ridgway Reef (South),143.8108673,-12.14468956,2016,2,5.79586,North
12-046,U/N Reef,143.8051605,-12.17167664,2016,2,6.396842,North
12-048,U/N Reef,143.7805939,-12.19409657,2016,2,5.35079,North
12-051,U/N Reef,143.7943115,-12.20841408,2016,2,5.363185,North
12-052b,William Reef (West),143.8499298,-12.22099686,2016,3,6.897022,North
12-053,Henry Reef,143.8191986,-12.22263622,2016,3,6.897022,North
12-054,Lloyds Reef,143.8742218,-12.24046326,2016,4,7.521646,North
12-055a,U/N Reef,143.8995819,-12.24290276,2016,4,7.521646,North
12-055b,U/N Reef,143.8902435,-12.24686527,2016,4,7.521646,North
12-056,Mantis Reef,143.8982544,-12.28798294,2016,3,8.060307,North
12-058,Ferguson Reef,143.8270416,-12.34038258,2016,3,7.532078,North
12-059,U/N Reef,143.7912293,-12.3640871,2016,3,6.153982,North
12-061,Lagoon Reef,143.7570648,-12.38443565,2016,2,6.153982,North
12-068,U/N Reef,143.7512817,-12.43705273,2016,3,6.43855,North
12-069,U/N Reef,143.7627258,-12.4656105,2016,2,6.439646,North
12-070,U/N Reef,143.7587128,-12.483531,2016,2,6.439646,North
12-071,U/N Reef,143.7713776,-12.48882198,2016,2,6.439646,North
12-075,U/N Reef,143.3225861,-12.55555058,2016,4,10.716158,North
12-076,Rocky Island Reef,143.3900604,-12.58631897,2016,4,10.052618,North
12-077,U/N Reef,143.434906,-12.6125288,2016,4,9.911448,North
12-078,Restoration Island Reef,143.4467316,-12.62329578,2016,4,9.911448,North
12-086,May Reef,143.466217,-12.77821445,2016,4,10.699291,North
12-088,Sunter Reef,143.4127655,-12.77997589,2016,4,11.725036,North
12-089,Exit Reef,143.4869995,-12.78309822,2016,4,10.699291,North
12-094,Long Sandy Reef,143.7937164,-12.53452587,2016,3,6.596635,North
12-096,Dolphin Reef,143.5296021,-12.55867386,2016,4,6.92007,North
12-098,Second Small Reef,143.7944946,-12.58212376,2016,3,6.835226,North
12-100,U/N Reef,143.7142181,-12.61429596,2016,4,6.35378,North
12-101,U/N Reef,143.8107758,-12.59930325,2016,3,8.110449,North
12-102,Curd Reef,143.5492554,-12.58115005,2016,4,6.92007,North
12-104,Log Reef (North),143.8357086,-12.63453674,2016,3,7.604514,North
12-105,Burke Reef,143.563446,-12.63278866,2016,4,7.044428,North
12-107,Log Reef (South),143.8444061,-12.68454933,2016,3,7.414822,North
12-110,U/N Reef,143.8105164,-12.70535374,2016,4,7.35535,North
12-111,First Small Reef,143.8079071,-12.72177219,2016,4,7.35535,North
12-112,Ape Reef,143.6197968,-12.69607735,2016,4,6.936595,North
12-114,U/N Reef,143.813385,-12.75754356,2016,3,7.298408,North
12-115,Zenith Reef,143.6130219,-12.76817226,2016,4,7.856879,North
12-116,U/N Reef,143.8024597,-12.79762459,2016,3,7.298408,North
12-118,Bligh Reef,143.8355713,-12.83273792,2016,3,6.978538,North
12-119,Wye Reef,143.6153259,-12.81010723,2016,4,8.681873,North
12-127,U/N Reef,143.81987,-12.89378929,2016,3,6.807353,North
12-129,Chapman Reef,143.6000214,-12.88673019,2016,4,9.279691,North
12-131,U/N Reef,143.5172577,-12.92143154,2016,4,11.411181,North
12-132,Allen Reef,143.5383606,-12.92708874,2016,4,11.182739,North
12-133,U/N Reef,143.6536102,-12.92910957,2016,4,7.585957,North
12-134,U/N Reef,143.8240509,-12.93371105,2016,3,6.759965,North
12-136,Hammond Reef,143.5475006,-12.94077492,2016,4,11.182739,North
12-137,U/N Reef,143.828598,-12.96533298,2016,3,6.648428,North
12-139,U/N Reef,143.6926575,-12.95187187,2016,4,7.526778,North
12-143,Cat Reef,143.8496399,-12.9975729,2016,3,6.648428,North
12-145,Sherrard Reef,143.6144867,-12.98971653,2016,4,8.251328,North
13-002,Derry Reef,143.8589172,-13.02247143,2016,3,7.081922,North
13-005,Ham Reef,143.8717194,-13.03850269,2016,3,7.081922,North
13-006,Osborne Reef,143.626236,-13.04178429,2016,4,7.989866,North
13-007,U/N Reef,143.5135193,-13.03212833,2016,4,11.057082,North
13-012,Stork Reef,143.5563049,-13.06491184,2016,4,9.223723,North
13-014,U/N Reef,143.6971741,-13.07054424,2016,4,7.232647,North
13-019,U/N Reef,143.508316,-13.11062717,2016,4,9.907453,North
13-020,Sykes Reef,143.5581055,-13.10892296,2016,4,8.847118,North
13-022,New Reef,143.6578674,-13.11120987,2016,4,7.322066,North
13-028,Tijou Reef,143.9591065,-13.15960598,2016,3,9.189389,North
13-029,U/N Reef,143.5224304,-13.17112064,2016,4,9.584716,North
13-031,Night Reef,143.5739136,-13.18373013,2016,4,8.688239,North
13-032,Diamond Reign Reefs,143.6945343,-13.20453548,2016,4,7.175572,North
13-034,Binstead Reef,143.5707092,-13.21789646,2016,4,8.903621,North
13-036,Throne Shoals,143.7394562,-13.23858547,2016,4,6.636016,North
13-040,U/N Reef,143.9464417,-13.27411175,2016,4,7.874828,North
13-041,Celebration Reef,143.6935577,-13.27611446,2016,4,7.880227,North
13-045,Lowrie Reef,143.5960083,-13.27562618,2016,4,9.582673,North
13-050a,U/N Reef,143.9733734,-13.32482433,2016,3,7.995163,North
13-052,U/N Reef,143.7243958,-13.32792473,2016,4,7.379136,North
13-053,Treat Reef,143.6007538,-13.32652664,2016,4,9.107348,North
13-055,Peter Reef,143.7807159,-13.33258152,2016,4,7.398127,North
13-056,Sand Bank No 8 Reef,143.9621429,-13.36719513,2016,4,7.235437,North
13-057b,Sharland Reefs (No 2),143.5974274,-13.38262463,2016,4,10.961316,North
13-060,Blanchard Reef,143.7506561,-13.41682148,2016,4,6.879807,North
13-061a,U/N Reef,143.9745331,-13.39894772,2016,3,7.235437,North
13-061b,U/N Reef,143.9759064,-13.42455959,2016,3,6.938156,North
13-063,U/N Reef,143.8153076,-13.42310429,2016,3,6.294864,North
13-069,Bell Bank (North),143.6253662,-13.45379353,2016,4,11.23816,North
13-072,Morris Island Reef,143.7385559,-13.48629475,2016,4,8.230832,North
13-074,U/N Reef,144.0526428,-13.47808075,2016,4,7.548786,North
13-075,MacDonald Reef,143.655304,-13.54245853,2016,4,9.711888,North
13-076,Ogilvie Reef,143.7909546,-13.52589226,2016,3,6.665135,North
13-077,U/N Reef,143.8520508,-13.55240631,2016,3,5.657652,North
13-078,U/N Reef,143.9216766,-13.64098835,2016,3,5.45755,North
13-079c,Noddy Reef (No 3),143.9078674,-13.6067009,2016,2,5.45755,North
13-081,Fife Reef,143.7307434,-13.65333939,2016,4,7.481202,North
13-083,Hay Island Reef,143.6907196,-13.6692791,2016,4,8.416353,North
13-087,Magpie Reef,143.8379364,-13.75963593,2016,3,6.279253,North
13-088,Lytton Reef,143.905777,-13.74318218,2016,3,5.304549,North
13-091,Wilkie Reef,143.6404877,-13.77140236,2016,3,10.083965,North
13-093b,U/N Reef,143.9617004,-13.76087666,2016,2,5.363901,North
13-093c,U/N Reef,143.9794464,-13.76837921,2016,3,5.363901,North
13-097,Hannah Island Reef,143.7178345,-13.86518288,2016,4,8.071312,North
13-108,Hedge Reef,143.9511719,-13.90026379,2016,2,5.602806,North
13-111,Burkitt Reef,143.7543945,-13.94378567,2016,4,6.995678,North
13-116,U/N Reef,144.0896912,-13.54211235,2016,3,7.149611,North
13-117b,U/N Reef,144.0956879,-13.60047626,2016,4,6.810624,North
13-118a,Creech Reef (North),144.1039124,-13.62558937,2016,3,7.411255,North
13-119,U/N Reef,144.1660614,-13.67631626,2016,4,7.628491,North
13-120,Sand Bank No 5 Reef,144.2373505,-13.73683643,2016,4,7.390843,North
13-121,U/N Reef,144.2670593,-13.78010464,2016,3,7.449349,North
13-122,U/N Reef,144.027832,-13.85837936,2016,3,5.796145,North
13-125,U/N Reef,144.3112946,-13.86553955,2016,4,7.078015,North
13-127,Rodda Reef,144.3566284,-13.92119122,2016,4,6.819335,North
13-129,Wilson Reef,144.4010773,-13.95244312,2016,4,7.14991,North
13-130,Davie Reef,144.454834,-13.97737408,2016,3,7.208414,North
13-131,Eves Reef,144.5743866,-13.96196938,2016,3,7.579895,North
13-133,Tydeman Reef,144.5200043,-13.98367882,2016,3,7.586123,North
13-136,U/N Reef,143.805954,-13.460536,2016,4,6.100156,North
14-003,Grub Reef,143.9821777,-14.00527954,2016,3,4.746018,North
14-006,Fahey Reef,143.8589325,-14.06368637,2016,4,4.686048,North
14-008,Eden Reef,143.9138947,-14.07781029,2016,4,4.6235,North
14-012,Cliff Islands Reef (West),143.7739563,-14.22058868,2016,4,7.482052,North
14-013,Cliff Islands Reef (East),143.7922974,-14.22569561,2016,4,7.482052,North
14-016,Corbett Reef,144.1161041,-13.97915649,2016,4,6.381108,North
14-017,Clack Reef,144.2423248,-14.06813049,2016,4,5.785174,North
14-019,Aylen Patch,144.4849091,-14.1037178,2016,4,8.45185,North
14-020,Oswald Shoal,144.497879,-14.10725403,2016,4,8.45185,North
14-022,Wharton Reef,144.0022888,-14.12823677,2016,4,3.483667,North
14-026a,Stanley Island Reef (No 1),144.2460632,-14.14079285,2016,4,4.874712,North
14-026b,Stanley Island Reef (No 2),144.2540741,-14.15140057,2016,4,5.642429,North
14-027,Cape Rock,144.487146,-14.164365,2016,4,9.265144,North
14-028,U/N Reef,144.7350617,-14.17453384,2016,4,8.997277,Central
14-029,MacLear Reef,144.2458954,-14.20897293,2016,4,5.399384,North
14-031,Blackwood Reef,144.2219238,-14.21750355,2016,4,5.399384,North
14-032,Denham Reef,144.2678986,-14.2218523,2016,4,6.293052,North
14-033a,Rocky Islets Reef (North),144.3478394,-14.25623035,2016,4,7.944177,North
14-033b,Rocky Islets Reef (South),144.3561401,-14.27101898,2016,4,8.888901,North
14-034,U/N Reef,144.747757,-14.06616116,2016,4,8.949048,Central
14-038,Pipon Reef,144.5246277,-14.12029743,2016,4,8.921537,North
14-039,North Warden Reef,144.6464081,-14.16754627,2016,3,8.675423,Central
14-042a,Flinders Island Reef (No 1),144.2788544,-14.17367458,2016,4,5.642429,North
14-045,Sand Bank No 1 Reef,144.8919373,-14.20033455,2016,4,8.83321,Central
14-047,U/N Reef,144.9283142,-14.21223068,2016,3,8.940805,Central
14-049,U/N Reef,144.9583588,-14.22637463,2016,4,9.110188,Central
14-050,Rocky Point Island Reef,144.5767365,-14.23252583,2016,4,9.31697,Central
14-051,South Warden Reef,144.7396851,-14.23914433,2016,3,9.256317,Central
14-052,Unison Reef,144.6877289,-14.29763222,2016,4,9.480276,Central
14-053,U/N Reef,144.7904053,-14.30921268,2016,3,8.252748,Central
14-055,Munro Reef,144.7414246,-14.31907654,2016,4,8.669219,Central
14-061,Switzer Reef,144.7569885,-14.36003113,2016,4,7.971215,Central
14-063,Combe Reef,144.9510498,-14.41412067,2016,3,8.161388,Central
14-064,Ingram-Beanley Reef,144.8897095,-14.42552853,2016,4,7.339433,Central
14-065,Bewick Reef,144.8115692,-14.43275642,2016,4,7.619671,Central
14-066,Mid Reef,144.9583435,-14.45742226,2016,4,7.480703,Central
14-068,Watson Reef,144.89328,-14.46287346,2016,4,7.787218,Central
14-070,Baron Reef,144.6980438,-14.47436333,2016,4,9.889164,Central
14-071a,Weigall Reefs (East),144.6430206,-14.47416687,2016,4,10.359715,Central
14-071b,Weigall Reefs (West),144.6376648,-14.47897816,2016,4,10.359715,Central
14-072,Megaera Reef,144.9580231,-14.4773941,2016,4,7.480703,Central
14-073,U/N Reef,145.002594,-14.23346233,2016,4,9.746412,Central
14-074,U/N Reef,145.0677795,-14.26767063,2016,3,9.197676,Central
14-075,U/N Reef,145.1649628,-14.28916931,2016,4,9.638553,Central
14-077a,U/N Reef,145.2370606,-14.31356525,2016,4,8.916973,Central
14-078,U/N Reef,145.2775269,-14.34315395,2016,4,9.05673,Central
14-079,Jewell Reef,145.3512878,-14.37976837,2016,4,9.426375,Central
14-081,U/N Reef,145.0350189,-14.39865017,2016,3,8.414479,Central
14-082,Crescent Reef,145.0892639,-14.4156599,2016,3,7.803889,Central
14-085,Hilder Reef,145.4103699,-14.44501114,2016,3,9.417325,Central
14-086,Hicks Reef,145.4821167,-14.45256233,2016,3,9.574012,Central
14-088,Waining Reef,145.2222443,-14.45621586,2016,4,7.48599,Central
14-089,Day Reef,145.5367737,-14.49668884,2016,4,10.037931,Central
14-090,Howick Reef,144.9700165,-14.50333881,2016,4,7.037562,Central
14-091,Noble Reef,144.7649841,-14.5015974,2016,4,8.820977,Central
14-093,Sand Reef,144.8450165,-14.52162933,2016,4,8.537225,Central
14-094,Houghton Reef,144.9732056,-14.52409172,2016,4,7.037562,Central
14-096,U/N Reef,144.8560333,-14.53952599,2016,4,8.251504,Central
14-097,Coquet Reef,144.9926758,-14.53987789,2016,4,7.037562,Central
14-099,Leggatt Reef,144.8701935,-14.54813004,2016,4,8.251504,Central
14-101,Sinclair-Morris Reef,144.9051971,-14.55351067,2016,4,8.368817,Central
14-102,Hampton Reef,144.8892517,-14.56277466,2016,4,9.017889,Central
14-103,Beatrice Reef,144.9272461,-14.57393074,2016,4,8.368817,Central
14-104,Murdoch Reef,144.935257,-14.61428642,2016,4,8.581171,Central
14-105,U/N Reef,144.9221954,-14.63728428,2016,4,8.581171,Central
14-106,Rocky Ledges,144.9526215,-14.68451023,2016,4,8.957214,Central
14-107a,U/N Reef,144.9936676,-14.71187115,2016,4,9.486344,Central
14-107b,U/N Reef,144.9865265,-14.71438885,2016,4,9.486344,Central
14-116a,Lizard Island Reef (North West),145.4469452,-14.65856457,2016,3,6.275563,Central
14-116b,Lizard Island Reef (North East),145.4661102,-14.65501785,2016,2,6.794657,Central
14-116c,Lizard Island Reef (Coconut Bay),145.4723206,-14.68106556,2016,3,6.794657,Central
14-116d,Lizard Island Reef (Lagoon),145.4498138,-14.68557739,2016,3,6.275563,Central
14-119b,Turtle Reef (South),145.1610107,-14.72149372,2016,4,7.950742,Central
14-120a,Turtle Group Reef (No 1),145.1870575,-14.73452568,2016,4,7.950742,Central
14-120b,Turtle Group Reef (No 2),145.1991272,-14.73466969,2016,4,7.950742,Central
14-120c,Turtle Group Reef (No 3),145.1793518,-14.72984409,2016,4,7.950742,Central
14-120d,Turtle Group Reef (No 4),145.1980133,-14.72135258,2016,4,7.950742,Central
14-120e,Turtle Group Reef (No 5),145.2041931,-14.70484257,2016,4,7.306568,Central
14-120f,Turtle Group Reef (No 6),145.1931915,-14.71372223,2016,4,7.950742,Central
14-120h,Turtle Group Reef (No 8),145.1846924,-14.71768856,2016,4,7.950742,Central
14-122a,Pethebridge Islets Reef (East),145.1009369,-14.73142147,2016,4,8.234321,Central
14-122b,Pethebridge Islets Reef (West),145.0826263,-14.7362051,2016,4,8.994539,Central
14-123,Martin Reef,145.3555298,-14.76314163,2016,4,6.222765,Central
14-125,Maxwell Reef,145.3155823,-14.78671837,2016,4,6.771357,Central
14-126,Linnet Reef,145.3444367,-14.78665161,2016,4,6.771357,Central
14-132a,Rocky Islets Reef,145.4799347,-14.85496998,2016,4,5.830052,Central
14-132b,U/N Reef,145.5276184,-14.8655138,2016,3,6.14738,Central
14-133,U/N Reef,145.5160065,-14.91681099,2016,3,6.203414,Central
14-135,Helsdon Reef,145.4880066,-14.93945408,2016,3,5.245538,Central
14-137,Carter Reef,145.5889893,-14.54767418,2016,3,9.989735,Central
14-138,Yonge Reef,145.6234741,-14.59968185,2016,3,10.007558,Central
14-139,No Name Reef,145.646286,-14.64376545,2016,3,9.470355,Central
14-140,U/N Reef,145.6501923,-14.66489029,2016,4,9.438856,Central
14-143,North Direction Reef,145.5106812,-14.74591541,2016,2,7.099995,Central
14-146,Ribbon No 10 Reef,145.6981354,-14.82720089,2016,4,8.231528,Central
14-147a,South Direction Reef (North),145.5235748,-14.82437229,2016,2,5.999385,Central
14-147b,South Direction Reef (South),145.5207214,-14.81170082,2016,3,5.999385,Central
14-150,U/N Reef,145.5572815,-14.88309574,2016,4,6.615866,Central
14-153a,No 10 Patches (No 3),145.6901856,-14.95040894,2016,4,7.402576,Central
14-154,Ribbon No 9 Reef,145.7033539,-14.99295044,2016,3,8.135236,Central
15-002,Two Islands Reef,145.4415131,-15.02282429,2016,4,5.434855,Central
15-003,Low Wooded Reef,145.3796234,-15.09353924,2016,3,4.957004,Central
15-005,Three Islands Reef,145.4223938,-15.11523628,2016,3,4.419683,Central
15-006,Conical Rock Reef,145.3175964,-15.13833618,2016,4,4.359527,Central
15-008,Beor Reef,145.268219,-15.15889835,2016,4,3.515388,Central
15-009,Forrester Reef,145.4961243,-15.16672802,2016,3,4.412398,Central
15-012,Boulder Reef,145.4314423,-15.41388798,2016,3,2.437183,Central
15-013,Egret Reef,145.4174957,-15.47411537,2016,4,2.291344,Central
15-017a,U/N Reef,145.6959381,-15.03404808,2016,4,7.009042,Central
15-018,Pasco Reef,145.5330505,-15.04456997,2016,2,5.250332,Central
15-019,Long Reef,145.5700073,-15.05088806,2016,4,5.683239,Central
15-021a,Ribbon No 8 Reef,145.7237244,-15.07281303,2016,4,7.779651,Central
15-022,U/N Reef,145.6364136,-15.0979948,2016,4,6.073241,Central
15-024,Mackay Reefs,145.5713043,-15.13893986,2016,4,5.332073,Central
15-026,Ribbon No 7 Reef,145.7383728,-15.18930244,2016,3,7.583169,Central
15-028,Startle Reefs,145.5565186,-15.20737457,2016,4,5.114904,Central
15-031,Pullen Reefs,145.5872192,-15.25070858,2016,4,4.940994,Central
15-032,Ribbon No 6 Reef,145.7518463,-15.28094673,2016,4,8.208557,Central
15-033,Lark Reef,145.5735321,-15.28826046,2016,4,4.940994,Central
15-034,U/N Reef,145.7636414,-15.31300926,2016,4,7.762292,Central
15-038,Ribbon No 5 Reef,145.7829285,-15.36378002,2016,3,7.581361,Central
15-039,Williamson Reefs,145.5814819,-15.35902119,2016,4,4.403347,Central
15-043,U/N Reef,145.508316,-15.42865181,2016,4,3.2277,Central
15-046,Ribbon No 4 Reef,145.8008728,-15.43488216,2016,4,7.698699,Central
15-049,U/N Reef,145.5027313,-15.48573685,2016,3,2.768649,Central
15-050,Ribbon No 3 Reef,145.805542,-15.48834705,2016,4,7.099853,Central
15-052,Cowlishaw Reef,145.3525543,-15.53471947,2016,4,2.328726,Central
15-054,Rocky Island Reef,145.3294525,-15.60156059,2016,4,2.684763,Central
15-055,U/N Reef,145.3191071,-15.61271095,2016,3,2.684763,Central
15-058,U/N Reef,145.3186951,-15.64445114,2016,4,2.684763,Central
15-059a,U/N Reef,145.3535004,-15.70535374,2016,3,2.726551,Central
15-063,Gubbins Reef,145.395401,-15.70949268,2016,4,2.726551,Central
15-064,Hope Islands Reef (West),145.439621,-15.73865223,2016,4,2.861325,Central
15-065,Hope Islands Reef (East),145.45784,-15.73295879,2016,4,2.848322,Central
15-066,U/N Reef,145.4004822,-15.94005394,2016,2,3.003665,Central
15-069,U/N Reef,145.4363251,-15.99325752,2016,1,3.156104,Central
15-071a,U/N Reef,145.5341797,-15.51265526,2016,4,2.763509,Central
15-075a,Ribbon No 2 Reef (No 1),145.7962036,-15.55718899,2016,3,5.770008,Central
15-078,Osterlund Reef,145.5321808,-15.55632114,2016,3,2.610281,Central
15-080,Ribbon No 1 Reef,145.8050842,-15.60583305,2016,3,5.802969,Central
15-085,Lena Reef,145.8079987,-15.64650345,2016,4,5.802969,Central
15-086,Cairns Reef,145.508667,-15.67227173,2016,4,2.668177,Central
15-087,Pearl Reef,145.8003693,-15.71876621,2016,4,5.470144,Central
15-088,Ruby Reef,145.7807922,-15.74977016,2016,4,4.732187,Central
15-089,Endeavour Reef,145.5818024,-15.77656364,2016,4,3.003368,Central
15-090,Andersen Reef,145.8032379,-15.78924942,2016,4,5.605835,Central
15-092,Rachel Carson Reef,145.8194428,-15.82970524,2016,4,5.474239,Central
15-093,Pickersgill Reef,145.5744324,-15.87277699,2016,3,2.985008,Central
15-094,Escape Reef,145.7962952,-15.87716198,2016,4,4.728772,Central
15-095,Evening Reef,145.6568298,-15.90518665,2016,4,2.772732,Central
15-096,Agincourt Reefs (No 4),145.8207855,-15.94987965,2016,4,5.179757,Central
15-098,Morning Reef,145.6651001,-15.97551823,2016,4,2.91831,Central
15-099a,Agincourt Reefs (No 3),145.8322144,-15.98979378,2016,3,5.388839,Central
15-099d,Agincourt Reefs (No 5),145.8352509,-16.03521538,2016,4,5.037951,Central
16-001,U/N Reef,145.4573364,-16.02869225,2016,1,3.107286,Central
16-003,U/N Reef,145.4644013,-16.10403824,2016,1,2.899044,Central
16-005,Black Rock Reef,145.4857636,-16.2443924,2016,3,2.823173,Central
16-015,Mackay Reef,145.6470032,-16.04948044,2016,4,2.811309,Central
16-019,St Crispin Reef,145.8332825,-16.10412598,2016,4,4.973169,Central
16-020a,Undine Reef (West),145.6871643,-16.12334633,2016,3,3.051194,Central
16-023,Rudder Reef,145.6934204,-16.19220161,2016,4,3.247041,Central
16-025,Opal Reef,145.8896637,-16.22089005,2016,4,5.588444,Central
16-026,Tongue Reef,145.7925568,-16.3209343,2016,4,4.151794,Central
16-029,Batt Reef,145.7674561,-16.41407585,2016,4,4.063244,Central
16-030,Norman Reef,145.9967499,-16.42810822,2016,3,5.244589,Central
16-032,Saxon Reef,145.9902802,-16.46511841,2016,4,4.574607,Central
16-040,Pixie Reef,145.8624573,-16.54697227,2016,4,3.697653,Central
16-043a,Oyster Reef,145.9327698,-16.63996506,2016,4,3.224189,Central
16-044b,Vlasoff Reef,145.9928436,-16.65520287,2016,3,3.963231,Central
16-046,Upolu Reef,145.9369507,-16.67423248,2016,3,3.32966,Central
16-049,Green Island Reef,145.9986572,-16.76707268,2016,2,3.470724,Central
16-055,Little Fitzroy Island Reef,146.0057831,-16.92298126,2016,3,2.765044,Central
16-057,Hastings Reef,146.0081329,-16.51843643,2016,4,4.808536,Central
16-059,U/N Reef,146.0014038,-16.56760979,2016,4,4.692519,Central
16-060,Michaelmas Reef,146.0189819,-16.5817585,2016,4,4.692519,Central
16-064,Arlington Reef,146.0547791,-16.69470215,2016,2,4.388885,Central
16-068,Thetford Reef,146.1808624,-16.80299377,2016,3,3.671455,Central
16-071,Moore Reef,146.2129669,-16.87431526,2016,4,3.492369,Central
